AM903082.gene5.p01	APH(3')-IIIa	ARO:3002647
X53527.1.gene1.p1	APH(3'')-Ia	ARO:3002638
M86701.1.gene1.p01	APH(3'')-Ib	ARO:3002639
DQ336355.1.gene5.p01	APH(3'')-Ic	ARO:3002640
NC_007682.3.4246774.p01	APH(3')-Ia	ARO:3002641
NC_007682.3.4246760.p01	linG	ARO:3002879
NC_007682.3.4246769.p01	msrE	ARO:3003109
NC_007682.3.4246766.p01	armA	ARO:3000858
NC_007682.3.4246764.p01	sul1	ARO:3000410
M20305.1.gene1.p1	APH(3')-Ib	ARO:3002642
X90856.1.gene1.p01	APH(3')-IIb	ARO:3002645
HQ424460.1.gene1.p01	APH(3')-IIc	ARO:3002646
X07753.1.gene1.p1	APH(3')-VIa	ARO:3002652
M22126.1.gene1.p01	APH(3')-Vb	ARO:3002650
S81599.1.gene1.p01	APH(3')-Vc	ARO:3002651
M29953.1.gene1.p1	APH(3')-VIIa	ARO:3002654
U70376.2.gene7.p01	APH(9)-Ib	ARO:3002663
JN645776.1.gene1.p01	PBP1a	ARO:3003041
U58210.1.gene4.p01	PBP2b	ARO:3003042
JN645706.1.gene1.p01	PBP2x	ARO:3003043
AF101781.1.gene1.p01	PBP1b	ARO:3003044
KC243783.1.gene1.p01	mecA	ARO:3000617
AY355285.1.gene3.p01	cat	ARO:3002670
M58472.1.gene1.p01	cat	ARO:3002670
AF507977.1.gene28.p1	cat	ARO:3002670
AB080798.1.gene5.p01	cat	ARO:3002670
NC_004973.1.1449627.p01	sul2	ARO:3000412
NC_004973.1.1449625.p01	APH(3'')-Ib	ARO:3002639
NC_004973.1.1449618.p01	catIII	ARO:3002685
NC_004973.1.1449626.p01	APH(6)-Id	ARO:3002660
S48276.1.gene1.p01	cat	ARO:3002670
U38429.1.gene2.p01	cat	ARO:3002670
AF326777.3.gene11.p01	OXA-1	ARO:3001396
AF326777.3.gene22.p01	tetD	ARO:3000168
AF326777.3.gene18.p01	cat	ARO:3002670
AJ312056.2.gene1.p01	cat	ARO:3002670
AJ271879.1.gene9.p01	catIII	ARO:3002685
AJ271879.1.gene8.p01	sul2	ARO:3000412
AJ271879.1.gene10.p01	APH(3'')-Ib	ARO:3002639
AJ271879.1.gene11.p01	APH(6)-Id	ARO:3002660
X02529.1.gene3.p1	cat	ARO:3002670
NC_005000.1.4594968.p01	cat	ARO:3002670
AL513383.1.gene90.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AL513383.1.gene195.p01	TEM-1	ARO:3000873
AL513383.1.gene204.p01	APH(6)-Id	ARO:3002660
AL513383.1.gene214.p01	tetR	ARO:3003479
AL513383.1.gene203.p01	APH(3'')-Ib	ARO:3002639
AL513383.1.gene188.p01	catI	ARO:3002683
AL513383.1.gene188.p01	cat	ARO:3002670
X60827.1.gene2.p01	cat	ARO:3002670
M11587.1.gene1.p1	cat	ARO:3002670
M58516.1.gene2.p01	cat	ARO:3002670
AY238971.1.gene2.p01	cat	ARO:3002670
X02872.1.gene2.p1	cat	ARO:3002670
M90091.1.gene2.p01	cat	ARO:3002670
V01277.1.gene3.p1	cat	ARO:3002670
BX664015.1.gene106.p01	APH(3')-Ia	ARO:3002641
BX664015.1.gene24.p01	antibiotic sensitive signal peptidase I	ARO:3000717
BX664015.1.gene213.p01	tetD	ARO:3000168
BX664015.1.gene104.p01	cat	ARO:3002670
BX664015.1.gene215.p01	tetA	ARO:3000165
AB082569.2.gene1.p01	cat	ARO:3002670
U83488.1.gene4.p01	cat	ARO:3002670
X65462.1.gene2.p01	cat	ARO:3002670
M58515.1.gene2.p01	cat	ARO:3002670
X82455.1.gene1.p01	cat	ARO:3002670
AJ249249.1.gene5.p01	catIII	ARO:3002685
AJ249249.1.gene6.p01	APH(3'')-Ib	ARO:3002639
AJ319822.1.gene2.p01	catIII	ARO:3002685
AY139601.1.gene1.p01	dfrB1	ARO:3002864
AY139601.1.gene2.p01	catB2	ARO:3002675
AJ487034.1.gene3.p01	catB2	ARO:3002675
AY232670.1.gene3.p01	catB2	ARO:3002675
AY232670.1.gene1.p01	sul2	ARO:3000412
NC_004771.1.3125800.p01	catB2	ARO:3002675
NC_004771.1.3125795.p01	sul2	ARO:3000412
AY259086.1.gene4.p01	catB3	ARO:3002676
AY259086.1.gene9.p01	sul1	ARO:3000410
AY259086.1.gene5.p01	arr-3	ARO:3002848
AY259086.1.gene3.p01	OXA-1	ARO:3001396
AY259086.1.gene10.p01	QnrA1	ARO:3002707
AY259086.1.gene7.p01	sul1	ARO:3000410
AJ310778.1.gene13.p01	dfrA19	ARO:3003015
AJ310778.1.gene10.p01	sul1	ARO:3000410
AJ310778.1.gene6.p01	ANT(2'')-Ia	ARO:3000230
AJ009818.1.gene2.p01	ANT(2'')-Ia	ARO:3000230
AJ223604.1.gene9.p01	sul1	ARO:3000410
AJ223604.1.gene3.p01	IMP-1	ARO:3002192
AJ223604.1.gene5.p01	catB6	ARO:3002678
AF036933.1.gene1.p01	catB7	ARO:3002679
AF418284.1.gene2.p01	VIM-2	ARO:3002272
AF418284.1.gene3.p01	catB8	ARO:3002680
AF227506.1.gene1.p01	catB8	ARO:3002680
AF462019.1.gene1.p01	catB9	ARO:3002681
AF226276.1.gene3.p01	catP	ARO:3002686
AF155139.2.gene4.p01	vanYF	ARO:3002958
AF155139.2.gene6.p01	vanHF	ARO:3002945
AF155139.2.gene8.p01	vanXF	ARO:3002952
AF155139.2.gene5.p01	vanZF	ARO:3002963
AF155139.2.gene3.p01	vanSF	ARO:3002936
AF155139.2.gene7.p01	vanF	ARO:3002908
AF155139.2.gene2.p01	vanRF	ARO:3002925
AF162694.1.gene4.p01	vanTC	ARO:3002970
AF162694.1.gene5.p01	vanRC	ARO:3002922
AF162694.1.gene6.p01	vanSC	ARO:3002933
AF162694.1.gene2.p01	vanC	ARO:3000368
AF162694.1.gene3.p01	vanXYC	ARO:3002966
AF253562.2.gene6.p01	vanXYG	ARO:3003069
AF310956.2.gene7.p01	vanXB	ARO:3002950
AF310956.2.gene5.p01	vanHB	ARO:3002943
AF310956.2.gene1.p01	vanRB	ARO:3002921
AF310956.2.gene3.p01	vanYB	ARO:3002956
AJ223970.1.gene2.p01	gimA glycosyltransferase	ARO:3000463
AJ223970.1.gene1.p01	ErmO	ARO:3001303
AY136281.1.gene1.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
D85892.1.gene2.p01	mphB	ARO:3000318
FJ349556.1.gene6.p01	vanM	ARO:3002911
FJ349556.1.gene7.p01	vanXM	ARO:3002953
FJ349556.1.gene2.p01	vanRM	ARO:3002928
FJ349556.1.gene4.p01	vanYM	ARO:3002961
FJ349556.1.gene3.p01	vanSM	ARO:3002939
FJ349556.1.gene5.p01	vanHM	ARO:3002947
FN594949.1.gene25.p01	ANT(6)-Ib	ARO:3002629
FN594949.1.gene24.p01	tet44	ARO:3000556
L22689.1.gene1.p01	ErmQ	ARO:3000593
AF329398.1.gene37.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AY183453.1.gene2.p01	sat-1	ARO:3002895
X53796.1.gene1.p01	catII	ARO:3002684
V00622.1.gene1.p01	catI	ARO:3002683
V00622.1.gene1.p01	cat	ARO:3002670
M62822.1.gene1.p01	catI	ARO:3002683
M62822.1.gene1.p01	cat	ARO:3002670
X53797.1.gene1.p01	catII	ARO:3002684
X07848.1.gene1.p1	catIII	ARO:3002685
AF031037.1.gene1.p1	catP	ARO:3002686
D16171.1.gene1.p01	plasmid encoded cat (pp-cat)	ARO:3002689
K00432.1.gene1.p1	APH(3')-Va	ARO:3002649
AF235050.4.gene34.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AF235050.4.gene33.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
AF235050.4.gene23.p01	phosphonopyruvate decarboxylase	ARO:3000299
AF235050.4.gene22.p01	phosphonopyruvate decarboxylase	ARO:3000299
EU250284.1.gene4.p01	vanTrL	ARO:3002974
EU250284.1.gene3.p01	vanTmL	ARO:3002973
AY082011.1.gene5.p01	vanYD	ARO:3002957
EU250284.1.gene6.p01	vanSL	ARO:3002938
EU250284.1.gene2.p01	vanXYL	ARO:3002968
EU250284.1.gene5.p01	vanRL	ARO:3002927
EU250284.1.gene1.p01	vanL	ARO:3002910
V01547.gene1.p1	APH(3')-IIIa	ARO:3002647
Y00459.1.gene3.p01	APH(6)-Ia	ARO:3002657
V01499.1.gene1.p1	APH(4)-Ia	ARO:3002655
X05648.1.gene2.p1	APH(6)-Ib	ARO:3002658
AY769933.1.gene1.p01	CfxA4	ARO:3003005
DQ018711.1.gene4.p01	vanHA	ARO:3002942
U38243.1.gene1.p01	CfxA	ARO:3003001
AF118110.1.gene1.p01	CfxA2	ARO:3003002
AF472622.2.gene1.p01	CfxA3	ARO:3003003
AY082011.1.gene1.p01	vanRD	ARO:3002923
AY082011.1.gene7.p01	vanD	ARO:3000005
AY082011.1.gene6.p01	vanHD	ARO:3002944
AY082011.1.gene8.p01	vanXD	ARO:3003070
DQ018711.1.gene6.p01	vanXA	ARO:3002949
DQ018711.1.gene5.p01	vanA	ARO:3000010
DQ018711.1.gene8.p01	vanZA	ARO:3002962
DQ018711.1.gene7.p01	vanYA	ARO:3002955
DQ018711.1.gene1.p01	vanRA	ARO:3002919
DQ018711.1.gene2.p01	vanSA	ARO:3002931
JF802084.2.gene2.p01	vanXYN	ARO:3002969
JF802084.2.gene1.p01	vanN	ARO:3002912
JF802084.2.gene5.p01	vanSN	ARO:3002940
JF802084.2.gene4.p01	vanRN	ARO:3002929
JF802084.2.gene3.p01	vanTN	ARO:3002975
KF823969.1.gene2.p01	vanSB	ARO:3002932
KF823969.1.gene6.p01	vanB	ARO:3000013
KF823969.1.gene3.p01	vanYB	ARO:3002956
KF823969.1.gene7.p01	vanXB	ARO:3002950
KF823969.1.gene5.p01	vanHB	ARO:3002943
KF823969.1.gene1.p01	vanRB	ARO:3002921
KF823969.1.gene4.p01	vanWB	ARO:3002964
FJ872411.1.gene42.p01	vanXYE	ARO:3002967
FJ872411.1.gene41.p01	vanE	ARO:3002907
FJ872411.1.gene44.p01	vanRE	ARO:3002924
FJ872411.1.gene43.p01	vanTE	ARO:3002971
FJ872411.1.gene45.p01	vanSE	ARO:3002935
KF478993.1.gene8.p01	vanRO	ARO:3002930
KF478993.1.gene2.p01	vanHO	ARO:3002948
KF478993.1.gene3.p01	vanO	ARO:3002913
KF478993.1.gene7.p01	vanSO	ARO:3002941
KF478993.1.gene4.p01	vanXO	ARO:3002954
EU269034.2.gene4.p01	rmtD	ARO:3002667
JQ808129.1.gene4.p01	cat	ARO:3002670
JQ808129.1.gene1.p01	AAC(6')-Ib	ARO:3002546
JQ808129.1.gene2.p01	rmtF	ARO:3002666
M22999.1.gene2.p01	AAC(3)-VIIa	ARO:3002541
AF047479.2.gene11.p01	catB2	ARO:3002675
AF047479.2.gene10.p01	aadA3	ARO:3002603
AF047479.2.gene9.p01	AAC(6')-Ia	ARO:3002545
AF047479.2.gene12.p01	sul1	ARO:3000410
M21682.1.gene1.p1	AAC(6')-Ib	ARO:3002546
M29695.1.gene2.p01	AAC(6')-IIa	ARO:3002594
M13771.1.gene1.p1	AAC(6')-Ie-APH(2'')-Ia	ARO:3002597
AF453998.2.gene2.p01	ANT(2'')-Ia	ARO:3000230
AF453998.2.gene4.p01	ANT(3'')-Ii-AAC(6')-Iid fusion protein	ARO:3002598
FJ460181.2.gene3.p01	aadA17	ARO:3002617
FJ460181.2.gene2.p01	catB8	ARO:3002680
EF540343.1.gene1.p01	ANT(4')-Ia	ARO:3002623
EF540343.1.gene2.p01	blaI	ARO:3000160
EF540343.1.gene3.p01	blaR1	ARO:3000217
JQ861959.1.gene11.p01	lnuB	ARO:3002836
JQ861959.1.gene7.p01	ANT(9)-Ia	ARO:3002630
JQ861959.1.gene10.p01	lsaE	ARO:3003206
JQ861959.1.gene5.p01	ANT(6)-Ia	ARO:3002626
CP004067.1.gene58.p01	APH(3')-IIIa	ARO:3002647
CP004067.1.gene46.p01	APH(2'')-Ig	ARO:3002669
AY260546.3.gene4.p01	APH(3')-Ia	ARO:3002641
AY260546.3.gene12.p01	sul1	ARO:3000410
AY260546.3.gene7.p01	GES-7	ARO:3002336
X01702.1.gene3.p1	APH(6)-Ic	ARO:3002659
M16192.1.gene2.p1	cat	ARO:3002670
M37690.1.gene1.p01	catI	ARO:3002683
M37690.1.gene1.p01	cat	ARO:3002670
X59968.1.gene1.p01	cml	ARO:3002690
AF445082.1.gene4.p01	AAC(6')-Ib4	ARO:3002577
AF445082.1.gene2.p01	IMP-4	ARO:3002195
M22614.1.gene1.p1	cml	ARO:3002690
AJ487033.2.gene1.p01	ANT(2'')-Ia	ARO:3000230
AJ487033.2.gene3.p01	cmlA	ARO:3002691
AF071555.1.gene8.p01	CARB-2	ARO:3002241
U12338.3.gene8.p01	cmlA1	ARO:3002693
U12338.3.gene5.p01	AAC(3)-Ia	ARO:3002528
U12338.3.gene7.p01	aadA2	ARO:3002602
U12338.3.gene12.p01	sul1	ARO:3000410
AF313472.2.gene9.p01	aadA	ARO:3002601
AF313472.2.gene6.p01	CARB-2	ARO:3002241
AF458080.1.gene2.p01	AAC(6')-Ib3	ARO:3002576
AF313472.2.gene15.p01	APH(3'')-Ib	ARO:3002639
AF313472.2.gene16.p01	APH(6)-Id	ARO:3002660
AF313472.2.gene8.p01	cmlA6	ARO:3002696
AF458080.1.gene7.p01	CTX-M-19	ARO:3001881
AF458080.1.gene3.p01	cmlA1	ARO:3002693
AF205943.1.gene14.p01	OXA-10	ARO:3001405
AF205943.1.gene12.p01	arr-2	ARO:3002847
AF205943.1.gene15.p01	aadA	ARO:3002601
AF205943.1.gene11.p01	VEB-1	ARO:3002370
AF205943.1.gene8.p01	ANT(2'')-Ia	ARO:3000230
AF205943.1.gene17.p01	sul1	ARO:3000410
AF205943.1.gene7.p01	ANT(2'')-Ia	ARO:3000230
AF043381.1.gene2.p01	AAC(6')-Ib9	ARO:3002580
AF043381.1.gene3.p01	OXA-19	ARO:3001414
AY115475.1.gene3.p01	aadA	ARO:3002601
AY115475.1.gene2.p01	OXA-10	ARO:3001405
AY115475.1.gene4.p01	cmlA5	ARO:3002695
AY115475.1.gene7.p01	sul1	ARO:3000410
AM296481.1.gene2.p01	cmlB1	ARO:3002699
U09991.1.gene2.p01	cmlv	ARO:3002700
Z12001.1.gene1.p1	cmr	ARO:3002701
U85507.1.gene8.p01	cmr	ARO:3002701
AF015087.1.gene1.p01	cmrA	ARO:3002702
AF024666.2.gene42.p01	APH(3')-Ia	ARO:3002641
AF024666.2.gene33.p01	cmx	ARO:3002703
AF024666.2.gene38.p01	APH(3'')-Ib	ARO:3002639
AF024666.2.gene18.p01	cmx	ARO:3002703
AF024666.2.gene3.p01	ErmX	ARO:3000596
AJ549214.1.gene2.p01	fexA	ARO:3002704
D37826.1.gene1.p01	pp-flo	ARO:3002812
AM296480.1.gene1.p01	floR	ARO:3002705
AJ518835.1.gene2.p01	APH(6)-Id	ARO:3002660
AF252855.1.gene1.p01	floR	ARO:3002705
AF231986.2.gene2.p01	floR	ARO:3002705
AJ518835.1.gene6.p01	floR	ARO:3002705
AJ518835.1.gene1.p01	APH(3'')-Ib	ARO:3002639
AF332662.1.gene1.p01	floR	ARO:3002705
AF118107.1.gene1.p01	floR	ARO:3002705
AF261825.2.gene42.p01	sul1	ARO:3000410
AF261825.2.gene36.p01	floR	ARO:3002705
AF261825.2.gene41.p01	CARB-2	ARO:3002241
AY339985.2.gene1.p2	CARB-2	ARO:3002241
AY339985.2.gene3.p01	floR	ARO:3002705
AY034138.1.gene13.p01	APH(6)-Id	ARO:3002660
AY034138.1.gene14.p01	APH(3'')-Ib	ARO:3002639
AY034138.1.gene15.p01	sul2	ARO:3000412
AY034138.1.gene10.p01	floR	ARO:3002705
AY055428.1.gene18.p01	APH(3'')-Ib	ARO:3002639
AY055428.1.gene17.p01	APH(6)-Id	ARO:3002660
AY055428.1.gene19.p01	sul2	ARO:3000412
AY055428.1.gene14.p01	floR	ARO:3002705
DQ157752.1.gene2.p01	CARB-2	ARO:3002241
X64695.1.gene9.p01	ErmB	ARO:3000375
DQ157752.1.gene4.p01	EreA	ARO:3000361
DQ157752.1.gene1.p01	dfrA16	ARO:3003014
AF099140.1.gene1.p01	EreA2	ARO:3002826
X03216.1.gene5.p01	ErmA	ARO:3000347
X82819.1.gene2.p1	ErmB	ARO:3000375
K00551.1.gene1.p1	ErmB	ARO:3000375
U18931.1.gene4.p01	ErmB	ARO:3000375
U86375.1.gene2.p01	ErmB	ARO:3000375
X64695.1.gene8.p01	ErmB	ARO:3000375
U48430.1.gene2.p01	ErmB	ARO:3000375
M11180.2.gene3.p01	ErmB	ARO:3000375
M19270.1.gene2.p1	ErmB	ARO:3000375
X66468.1.gene13.p01	ErmB	ARO:3000375
AF109075.2.gene7.p01	ErmB	ARO:3000375
AF109075.2.gene10.p01	ErmB	ARO:3000375
Y00116.1.gene1.p1	ErmB	ARO:3000375
Y09001.1.gene2.p01	ErmC	ARO:3000250
AP009048.1.gene1178.p01	phoQ	ARO:3000835
AP009048.1.gene4161.p01	PmrB	ARO:3003583
AP009048.1.gene2085.p01	PmrE	ARO:3003577
AP009048.1.gene3226.p01	elongation factor G	ARO:3000730
AP009048.1.gene3222.p01	Escherichia coli sulfonamide resistant mutant folP	ARO:3003386
AP009048.1.gene2312.p01	arnA	ARO:3002985
AP009048.1.gene3066.p01	Escherichia coli parC conferring resistance to fluoroquinolone 	ARO:3003308
AP009048.1.gene1241.p01	cycloserine sensitive alanine racemase	ARO:3000722
AP009048.1.gene1587.p01	marA	ARO:3000263
AP009048.1.gene2734.p01	emrA	ARO:3000027
AP009048.1.gene983.p01	Escherichia coli ompF mutants	ARO:3003390
AP009048.1.gene3103.p01	bacA	ARO:3002986
AP009048.1.gene3975.p01	CRP	ARO:3000518
AP009048.1.gene596.p01	emrE	ARO:3000264
AP009048.1.gene4132.p01	mdtN	ARO:3003548
AP009048.1.gene1101.p01	mdtG	ARO:3001329
AP009048.1.gene3822.p01	mdtF	ARO:3000796
AP009048.1.gene1721.p01	mdtK	ARO:3001327
AP009048.1.gene1586.p01	Escherichia coli marR mutant resulting in antibiotic resistance	ARO:3003378
AP009048.1.gene3307.p01	acrS	ARO:3000656
AP009048.1.gene3309.p01	acrF	ARO:3000502
AP009048.1.gene2520.p01	acrD	ARO:3000491
AP009048.1.gene4131.p01	mdtO	ARO:3003549
AP009048.1.gene1295.p01	H-NS	ARO:3000676
AP009048.1.gene63.p01	antibiotic sensitive dihydrofolate reductase	ARO:3000745
AP009048.1.gene3823.p01	mdtE	ARO:3000795
AP009048.1.gene4163.p01	PmrC	ARO:3003576
AP009048.1.gene2429.p01	evgA	ARO:3000832
AP009048.1.gene2101.p01	fosfomycin sensitive pyruvyl transferase (murA)	ARO:3000724
AP009048.1.gene3414.p01	cpxR	ARO:3000831
AP009048.1.gene2427.p01	emrY	ARO:3000254
AP009048.1.gene2621.p01	antibiotic sensitive signal peptidase I	ARO:3000717
AP009048.1.gene438.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
AP009048.1.gene3819.p01	gadX	ARO:3000508
AP009048.1.gene2136.p01	baeS	ARO:3000829
AP009048.1.gene2134.p01	mdtC	ARO:3000794
AP009048.1.gene3308.p01	acrE	ARO:3000499
AP009048.1.gene4112.p01	Escherichia coli soxR mutants	ARO:3003381
AP009048.1.gene2287.p01	Escherichia coli gyrA conferring resistance to fluoroquinolones 	ARO:3003294
AP009048.1.gene2137.p01	baeR	ARO:3000828
AP009048.1.gene2133.p01	mdtB	ARO:3000793
AP009048.1.gene2311.p01	PmrF	ARO:3003578
AP009048.1.gene4102.p01	cycloserine sensitive alanine racemase	ARO:3000722
AP009048.1.gene2135.p01	mdtD	ARO:3001330
AP009048.1.gene3629.p01	Escherichia coli gyrB conferring resistance to aminocoumarin	ARO:3003303
AP009048.1.gene3077.p01	Escherichia coli parE conferring resistance to fluoroquinolones 	ARO:3003316
AP009048.1.gene2735.p01	emrB	ARO:3000074
AP009048.1.gene3415.p01	cpxA	ARO:3000830
AP009048.1.gene2132.p01	mdtA	ARO:3000792
AP009048.1.gene3993.p01	elongation factor G	ARO:3000730
AP009048.1.gene4162.p01	PmrA	ARO:3003582
AP009048.1.gene4383.p01	mdtM	ARO:3001214
AP009048.1.gene4130.p01	mdtP	ARO:3003550
AP009048.1.gene3340.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
AP009048.1.gene2430.p01	evgS	ARO:3000833
AP009048.1.gene1179.p01	Klebsiella mutant PhoP conferring antibiotic resistance to colistin	ARO:3003585
AP009048.1.gene1179.p01	phoP	ARO:3000834
AP009048.1.gene1113.p01	mdtH	ARO:3001216
AP009048.1.gene186.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
AP009048.1.gene3616.p01	mdtL	ARO:3001215
AP009048.1.gene3341.p01	Escherichia coli rpoB mutants conferring resistance to rifampicin	ARO:3003288
Y09002.1.gene1.p01	ErmC	ARO:3000250
X82668.1.gene2.p01	ErmC	ARO:3000250
Y09003.1.gene1.p01	ErmC	ARO:3000250
U82607.1.gene1.p1	ErmC	ARO:3000250
M19652.1.gene2.p01	ErmC	ARO:3000250
M12730.1.gene3.p01	ErmC	ARO:3000250
M17990.1.gene2.p01	ErmC	ARO:3000250
M62487.1.gene1.p01	ErmF	ARO:3000498
M77505.1.gene1.p01	ErmD	ARO:3000495
L08389.1.gene2.p01	ErmD	ARO:3000495
X62867.1.gene1.p01	ErmU	ARO:3001305
M17808.1.gene2.p1	ErmF	ARO:3000498
M17124.1.gene4.p01	ErmF	ARO:3000498
L42817.1.gene1.p1	ErmG	ARO:3000522
M16503.1.gene1.p01	ErmH	ARO:3002823
M74717.1.gene2.p01	mgt	ARO:3000462
M74717.1.gene1.p01	ErmO	ARO:3001303
M19269.1.gene2.p1	ErmS	ARO:3001304
U59450.1.gene2.p01	ErmV	ARO:3002824
D14532.1.gene1.p01	ErmW	ARO:3001306
X51472.1.gene1.p1	ErmX	ARO:3000596
U21300.1.gene8.p01	ErmX	ARO:3000596
AY509120.1.gene20.p01	chrB	ARO:3001302
DQ836009.1.gene1.p01	aadA2	ARO:3002602
DQ836009.1.gene2.p01	linG	ARO:3002879
AB000617.1.gene3.p01	lmrA	ARO:3003028
DQ516970.1.gene1.p01	lmrD	ARO:3002882
AM399080.1.gene2.p01	lnuA	ARO:3002835
KC688833.1.gene1.p01	lnuB	ARO:3002836
AJ561197.2.gene3.p01	lnuF	ARO:3002839
AB038042.1.gene1.p01	mphA	ARO:3000316
NC_003197.1.1251871.p01	mdsA	ARO:3000789
AB020531.1.gene4.p01	mphB	ARO:3000318
AM180066.1.gene1.p01	mphC	ARO:3000319
AF274302.1.gene5.p01	mel	ARO:3000616
NC_003197.1.1252100.p01	Salmonella serovars ramR mutants	ARO:3003379
DQ185434.2.gene1.p01	mgt	ARO:3000462
AF313494.1.gene1.p01	msrC	ARO:3002819
AJ243209.1.gene1.p01	msrC	ARO:3002819
NC_003197.1.1253823.p01	antibiotic sensitive arabinosyltransferase	ARO:3000725
NC_003197.1.1253622.p01	fosfomycin sensitive pyruvyl transferase (murA)	ARO:3000724
NC_003197.1.1255679.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_003197.1.1253137.p01	AAC(6')-Iaa	ARO:3002571
NC_003197.1.1255362.p01	Salmonella serovars gyrB conferring resistance to fluoroquinolone \n	ARO:3003307
NC_003197.1.1254822.p01	elongation factor G	ARO:3000730
NC_003197.1.1255791.p01	Salmonella serovars soxS mutants	ARO:3003383
NC_003197.1.1251738.p01	1-deoxy-D-xylulose 5-phosphate reductoisomerase	ARO:3000743
NC_003197.1.1251869.p01	mdsC	ARO:3000791
NC_003197.1.1251899.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
NC_003197.1.1253471.p01	sdiA	ARO:3000826
NC_003197.1.1254104.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_003197.1.1253321.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_003197.1.1251870.p01	mdsB	ARO:3000790
NC_003197.1.1255680.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_003197.1.1253794.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_003197.1.1254697.p01	fluoroquinolone sensitive parC	ARO:3000735
DQ195535.2.gene1.p01	oleI	ARO:3000866
NC_003197.1.1254969.p01	elongation factor G	ARO:3000730
NC_003197.1.1255026.p01	elongation factor G	ARO:3000730
NC_003197.1.1254704.p01	Salmonella serovars parE conferring resistance to fluoroquinolones 	ARO:3003317
NC_003197.1.1255773.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_003197.1.1251873.p01	golS	ARO:3000504
AF055922.1.gene2.p01	tlrB	ARO:3001299
NC_009782.1.5561479.p01	elongation factor G	ARO:3000730
NC_009782.1.5561201.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_009782.1.5559704.p01	elongation factor G	ARO:3000730
NC_009782.1.5560215.p01	mecR1	ARO:3000215
NC_009782.1.5558987.p01	antibiotic sensitive signal peptidase I	ARO:3000717
NC_009782.1.5559087.p01	ErmA	ARO:3000347
NC_009782.1.5560577.p01	sav1866	ARO:3000489
NC_009782.1.5559150.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_009782.1.5559426.p01	cycloserine sensitive D-alanine synthetase	ARO:3000723
NC_009782.1.5561126.p01	arlS	ARO:3000839
NC_009782.1.5561256.p01	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	ARO:3000737
NC_009782.1.5559621.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_009782.1.5559051.p01	cycloserine sensitive alanine racemase	ARO:3000722
NC_009782.1.5561123.p01	mepR	ARO:3000746
NC_009782.1.5559291.p01	bleomycin resistance protein (BRP)	ARO:3001205
NC_009782.1.5559229.p01	ErmA	ARO:3000347
NC_009782.1.5559288.p01	fluoroquinolone sensitive gyrA	ARO:3000733
NC_009782.1.5561057.p01	mgrA	ARO:3000815
NC_009782.1.5560576.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_009782.1.5559682.p01	antibiotic sensitive DNA topoisomerase subunit gyrB	ARO:3000734
NC_009782.1.5560352.p01	Staphylococcus aureus cls conferring resistance to daptomycin	ARO:3003074
NC_009782.1.5560843.p01	fluoroquinolone sensitive parC	ARO:3000735
NC_009782.1.5559729.p01	arlR	ARO:3000838
NC_009782.1.5559395.p01	elfamycin resistant EF-Tu	ARO:3001312
NC_009782.1.5561200.p01	tet38	ARO:3000565
NC_009782.1.5560745.p01	Staphylococcus aureus pgsA mutations conferring resistance to daptomycin	ARO:3003323
NC_009782.1.5560828.p01	antibiotic sensitive dihydrofolate reductase	ARO:3000745
NC_009782.1.5560291.p01	cycloserine sensitive alanine racemase	ARO:3000722
AF079138.1.gene2.p01	Erm(30)	ARO:3001265
AF079138.1.gene1.p01	Erm(31)	ARO:3000598
NC_005076.1.2538430.p01	Erm(33)	ARO:3000599
NC_005076.1.3126307.p01	lsaB	ARO:3003111
NC_005076.1.2538429.p01	cfrA	ARO:3003441
X51891.1.gene1.p01	ErmE	ARO:3000326
AF173226.1.gene1.p01	smeR	ARO:3003066
AF173226.1.gene2.p01	smeS	ARO:3003067
AF173226.1.gene5.p01	smeC	ARO:3003053
AF173226.1.gene4.p01	smeB	ARO:3003052
AF173226.1.gene3.p01	smeA	ARO:3003051
AY661734.1.gene2.p01	mepA	ARO:3000026
AY661734.1.gene1.p01	mepR	ARO:3000746
